yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx,MA_1_9,MA_1_12,MA_2_9,MA_2_12,MA_3_9,MA_3_12,MOM_1,MOM_2,MOM_3,MOM_6,MOM_9,MOM_12
199701,786.16 ,14.95230 ,39.23330 ,0.19624 ,0.05030 ,0.07420 ,0.08090 ,0.06890 ,0.02441 ,0.00450 ,0.00315 ,-0.00790 ,-0.00280 ,0.00136 ,-0.00079 ,0.06278 ,0.06169 ,1,1,1,1,1,1,1,1,1,1,1,1
199702,790.82 ,15.00570 ,39.73670 ,0.19440 ,0.05010 ,0.07310 ,0.07940 ,0.06940 ,0.02291 ,0.00390 ,0.00314 ,0.00050 ,0.00280 ,0.00147 ,-0.00130 ,0.00775 ,0.00580 ,1,1,1,1,1,1,1,1,1,1,1,1
199703,757.12 ,15.05900 ,40.24000 ,0.21478 ,0.05140 ,0.07550 ,0.08180 ,0.07230 ,0.02115 ,0.00430 ,0.00251 ,-0.02520 ,-0.02210 ,0.00200 ,-0.00131 ,-0.04165 ,-0.04331 ,1,1,1,1,1,1,0,0,1,1,1,1
199704,801.34 ,15.09300 ,40.34330 ,0.20174 ,0.05160 ,0.07730 ,0.08340 ,0.07050 ,0.01695 ,0.00430 ,0.00125 ,0.02550 ,0.01840 ,0.00301 ,-0.00087 ,0.06027 ,0.05902 ,1,1,1,1,1,1,1,1,1,1,1,1
199705,848.28 ,15.12700 ,40.44670 ,0.19288 ,0.05050 ,0.07580 ,0.08200 ,0.07010 ,0.01326 ,0.00490 ,-0.00062 ,0.00970 ,0.01280 ,0.00201 ,-0.00088 ,0.06140 ,0.05927 ,1,1,1,1,1,1,1,1,1,1,1,1
199706,885.14 ,15.16100 ,40.55000 ,0.18429 ,0.04930 ,0.07410 ,0.08020 ,0.06880 ,0.01085 ,0.00370 ,0.00125 ,0.01950 ,0.01870 ,0.00197 ,-0.00066 ,0.04410 ,0.04276 ,1,1,1,1,1,1,1,1,1,1,1,1
199707,954.29 ,15.21830 ,40.58000 ,0.17196 ,0.05050 ,0.07140 ,0.07750 ,0.06370 ,0.01159 ,0.00430 ,0.00125 ,0.06260 ,0.05280 ,0.00201 ,-0.00063 ,0.08039 ,0.07898 ,1,1,1,1,1,1,1,1,1,1,1,1
199708,899.47 ,15.27570 ,40.61000 ,0.18551 ,0.05140 ,0.07220 ,0.07820 ,0.06720 ,0.01288 ,0.00410 ,0.00187 ,-0.03170 ,-0.02400 ,0.00246 ,-0.00043 ,-0.05497 ,-0.05646 ,1,1,1,1,1,1,0,1,1,1,1,1
199709,947.28 ,15.33300 ,40.64000 ,0.17797 ,0.04950 ,0.07150 ,0.07700 ,0.06490 ,0.01463 ,0.00440 ,0.00249 ,0.03160 ,0.02260 ,0.00263 ,-0.00074 ,0.05389 ,0.05241 ,1,1,1,1,1,1,1,0,1,1,1,1
199710,914.62 ,15.38770 ,40.33330 ,0.19000 ,0.04970 ,0.07000 ,0.07570 ,0.06230 ,0.01626 ,0.00420 ,0.00248 ,0.03410 ,0.01910 ,0.00936 ,-0.00060 ,-0.03261 ,-0.03373 ,1,1,1,1,1,1,0,1,0,1,1,1
199711,955.40 ,15.44230 ,40.02670 ,0.18075 ,0.05140 ,0.06870 ,0.07420 ,0.06140 ,0.01567 ,0.00390 ,-0.00062 ,0.01480 ,0.01010 ,0.00266 ,-0.00079 ,0.04632 ,0.04463 ,1,1,1,1,1,1,1,1,1,1,1,1
199712,970.43 ,15.49700 ,39.72000 ,0.17880 ,0.05160 ,0.06760 ,0.07320 ,0.06020 ,0.01556 ,0.00480 ,-0.00124 ,0.01840 ,0.01630 ,0.00225 ,-0.00089 ,0.01715 ,0.01570 ,1,1,1,1,1,1,1,1,1,1,1,1
199801,980.28 ,15.54500 ,39.66000 ,0.17884 ,0.05040 ,0.06610 ,0.07190 ,0.05890 ,0.01374 ,0.00430 ,0.00186 ,0.02000 ,0.01370 ,0.00247 ,-0.00070 ,0.01199 ,0.01108 ,1,1,1,1,1,1,1,1,1,1,1,1
199802,1049.34 ,15.59300 ,39.60000 ,0.16546 ,0.05090 ,0.06670 ,0.07250 ,0.05990 ,0.01206 ,0.00390 ,0.00186 ,-0.00720 ,-0.00070 ,0.00105 ,-0.00080 ,0.07196 ,0.07030 ,1,1,1,1,1,1,1,1,1,1,1,1
199803,1101.75 ,15.64100 ,39.54000 ,0.18114 ,0.05030 ,0.06720 ,0.07320 ,0.06020 ,0.01649 ,0.00390 ,0.00185 ,0.00250 ,0.00380 ,0.00114 ,-0.00074 ,0.05134 ,0.05010 ,1,1,1,1,1,1,1,1,1,1,1,1
199804,1111.75 ,15.74400 ,39.35000 ,0.17587 ,0.04950 ,0.06690 ,0.07330 ,0.06040 ,0.01641 ,0.00430 ,0.00185 ,0.00260 ,0.00530 ,0.00161 ,-0.00096 ,0.01128 ,0.01023 ,1,1,1,1,1,1,1,1,1,1,1,1
199805,1090.82 ,15.84700 ,39.16000 ,0.17910 ,0.05000 ,0.06690 ,0.07300 ,0.05920 ,0.01908 ,0.00400 ,0.00185 ,0.01820 ,0.01670 ,0.00096 ,-0.00089 ,-0.01767 ,-0.01921 ,1,1,1,1,1,1,0,0,1,1,1,1
199806,1133.84 ,15.95000 ,38.97000 ,0.17806 ,0.04980 ,0.06530 ,0.07130 ,0.05760 ,0.02401 ,0.00410 ,0.00123 ,0.02280 ,0.01150 ,0.00210 ,-0.00117 ,0.04097 ,0.03980 ,1,1,1,1,1,1,1,1,1,1,1,1
199807,1120.67 ,16.01430 ,38.67670 ,0.17944 ,0.04960 ,0.06550 ,0.07150 ,0.05840 ,0.02535 ,0.00400 ,0.00123 ,-0.00400 ,-0.00560 ,0.00223 ,-0.00230 ,-0.01011 ,-0.01111 ,1,1,1,1,1,1,0,1,1,1,1,1
199808,957.28 ,16.07870 ,38.38330 ,0.21143 ,0.04900 ,0.06520 ,0.07140 ,0.05470 ,0.02852 ,0.00430 ,0.00123 ,0.04650 ,0.00890 ,0.00933 ,-0.00186 ,-0.14312 ,-0.14450 ,0,0,0,1,1,1,0,0,0,0,1,1
199809,1017.01 ,16.14300 ,38.09000 ,0.20325 ,0.04610 ,0.06400 ,0.07090 ,0.05170 ,0.02408 ,0.00460 ,0.00122 ,0.03950 ,0.04130 ,0.00997 ,-0.00163 ,0.06318 ,0.06161 ,0,0,0,0,0,0,1,0,0,0,1,1
199810,1098.67 ,16.16030 ,37.96330 ,0.18552 ,0.03960 ,0.06370 ,0.07180 ,0.05400 ,0.02074 ,0.00320 ,0.00244 ,-0.02180 ,-0.01900 ,0.00517 ,-0.00137 ,0.08011 ,0.07914 ,1,1,0,1,0,0,1,1,0,0,1,1
199811,1163.63 ,16.17770 ,37.83670 ,0.17485 ,0.04410 ,0.06410 ,0.07340 ,0.05350 ,0.02200 ,0.00310 ,0.00000 ,0.00970 ,0.02700 ,0.00194 ,-0.00122 ,0.06216 ,0.06069 ,1,1,1,1,1,1,1,1,1,1,1,1
199812,1229.23 ,16.19500 ,37.71000 ,0.17361 ,0.04390 ,0.06220 ,0.07230 ,0.05420 ,0.02006 ,0.00380 ,-0.00061 ,-0.00320 ,0.00100 ,0.00329 ,-0.00103 ,0.05967 ,0.05845 ,1,1,1,1,1,1,1,1,1,1,1,1
199901,1279.64 ,16.27970 ,37.93330 ,0.17032 ,0.04340 ,0.06240 ,0.07290 ,0.05360 ,0.01559 ,0.00350 ,0.00244 ,0.01210 ,0.01230 ,0.00334 ,-0.00130 ,0.04280 ,0.04200 ,1,1,1,1,1,1,1,1,1,1,1,1
199902,1238.33 ,16.36430 ,38.15670 ,0.17128 ,0.04440 ,0.06400 ,0.07390 ,0.05870 ,0.01845 ,0.00350 ,0.00122 ,-0.05200 ,-0.04010 ,0.00348 ,-0.00117 ,-0.03194 ,-0.03316 ,1,1,1,1,1,1,0,1,1,1,1,1
199903,1286.37 ,16.44900 ,38.38000 ,0.17290 ,0.04440 ,0.06620 ,0.07530 ,0.05920 ,0.02067 ,0.00430 ,0.00304 ,-0.00080 ,0.00020 ,0.00321 ,-0.00108 ,0.03898 ,0.03777 ,1,1,1,1,1,1,1,1,1,1,1,1
199904,1335.18 ,16.44870 ,39.26000 ,0.15683 ,0.04290 ,0.06640 ,0.07480 ,0.05940 ,0.02518 ,0.00370 ,0.00727 ,0.00210 ,-0.00240 ,0.00273 ,-0.00126 ,0.03756 ,0.03677 ,1,1,1,1,1,1,1,1,1,1,1,1
199905,1301.84 ,16.44830 ,40.14000 ,0.16023 ,0.04500 ,0.06930 ,0.07720 ,0.06150 ,0.02590 ,0.00340 ,0.00000 ,-0.01850 ,-0.01760 ,0.00309 ,-0.00115 ,-0.02316 ,-0.02483 ,1,1,1,1,1,1,0,1,1,1,1,1
199906,1372.71 ,16.44800 ,41.02000 ,0.15423 ,0.04570 ,0.07230 ,0.08020 ,0.06270 ,0.01887 ,0.00400 ,0.00000 ,-0.00780 ,-0.01600 ,0.00241 ,-0.00114 ,0.05443 ,0.05340 ,1,1,1,1,1,1,1,1,1,1,1,1
199907,1328.72 ,16.51230 ,42.00000 ,0.15880 ,0.04550 ,0.07190 ,0.07950 ,0.06390 ,0.01937 ,0.00380 ,0.00301 ,-0.00770 ,-0.01130 ,0.00161 ,-0.00117 ,-0.03022 ,-0.03108 ,1,1,1,1,1,1,0,1,0,1,1,1
199908,1320.41 ,16.57670 ,42.98000 ,0.15624 ,0.04720 ,0.07400 ,0.08150 ,0.06490 ,0.01888 ,0.00390 ,0.00240 ,-0.00530 ,-0.00260 ,0.00273 ,-0.00106 ,-0.00499 ,-0.00625 ,1,1,1,1,1,1,0,0,1,1,1,1
199909,1282.71 ,16.64100 ,43.96000 ,0.16368 ,0.04680 ,0.07390 ,0.08200 ,0.06460 ,0.02038 ,0.00390 ,0.00479 ,0.00840 ,0.00930 ,0.00270 ,-0.00099 ,-0.02808 ,-0.02926 ,0,1,0,1,1,1,0,0,0,0,1,1
199910,1362.93 ,16.65800 ,45.36330 ,0.15769 ,0.04860 ,0.07550 ,0.08380 ,0.06510 ,0.02045 ,0.00390 ,0.00179 ,-0.00120 ,0.00470 ,0.00488 ,-0.00052 ,0.06424 ,0.06351 ,1,1,1,1,1,1,1,1,1,1,1,1
199911,1388.91 ,16.67500 ,46.76670 ,0.15555 ,0.05070 ,0.07360 ,0.08150 ,0.06620 ,0.01828 ,0.00360 ,0.00059 ,-0.00610 ,-0.00240 ,0.00135 ,0.00011 ,0.02082 ,0.01955 ,1,1,1,1,1,1,1,1,1,1,1,1
199912,1469.25 ,16.69200 ,48.17000 ,0.14717 ,0.05200 ,0.07550 ,0.08190 ,0.06820 ,0.01789 ,0.00440 ,0.00000 ,-0.01550 ,-0.01020 ,0.00115 ,0.00006 ,0.06258 ,0.06155 ,1,1,1,1,1,1,1,1,1,1,1,1
200001,1394.46 ,16.71530 ,49.09670 ,0.15465 ,0.05320 ,0.07780 ,0.08330 ,0.06660 ,0.02536 ,0.00410 ,0.00297 ,0.02280 ,-0.00210 ,0.00521 ,0.00062 ,-0.04963 ,-0.05030 ,1,1,1,1,1,1,0,1,1,1,1,1
200002,1366.42 ,16.73870 ,50.02330 ,0.16706 ,0.05550 ,0.07680 ,0.08290 ,0.06460 ,0.02742 ,0.00430 ,0.00592 ,0.02640 ,0.00920 ,0.00300 ,0.00040 ,-0.01746 ,-0.01867 ,1,1,1,1,1,1,0,0,0,1,1,1
200003,1498.58 ,16.76200 ,50.95000 ,0.14997 ,0.05690 ,0.07680 ,0.08370 ,0.06180 ,0.01829 ,0.00470 ,0.00824 ,0.03670 ,0.01690 ,0.00668 ,0.00018 ,0.09849 ,0.09743 ,1,1,1,1,1,1,1,1,1,1,1,1
200004,1452.43 ,16.74270 ,51.27330 ,0.15260 ,0.05660 ,0.07640 ,0.08400 ,0.06300 ,0.01194 ,0.00460 ,0.00058 ,-0.00760 ,-0.01150 ,0.00794 ,-0.00039 ,-0.03159 ,-0.03231 ,1,1,1,1,1,1,0,1,1,1,1,1
200005,1420.60 ,16.72330 ,51.59670 ,0.15567 ,0.05790 ,0.07990 ,0.08900 ,0.06400 ,0.00918 ,0.00500 ,0.00117 ,-0.00540 ,-0.01610 ,0.00519 ,0.00001 ,-0.02230 ,-0.02362 ,1,1,1,1,1,1,0,0,1,1,1,1
200006,1454.60 ,16.70400 ,51.92000 ,0.15678 ,0.05690 ,0.07670 ,0.08480 ,0.06220 ,0.00712 ,0.00400 ,0.00525 ,0.02440 ,0.03260 ,0.00236 ,-0.00025 ,0.02622 ,0.02550 ,1,1,1,1,1,1,1,1,0,0,1,1
200007,1430.83 ,16.58500 ,52.51330 ,0.15567 ,0.05960 ,0.07650 ,0.08350 ,0.06110 ,0.00471 ,0.00480 ,0.00232 ,0.01730 ,0.01790 ,0.00207 ,0.00001 ,-0.01280 ,-0.01356 ,1,1,1,1,1,1,0,1,0,1,1,1
200008,1517.68 ,16.46600 ,53.10670 ,0.14605 ,0.06090 ,0.07550 ,0.08260 ,0.05940 ,0.00467 ,0.00500 ,0.00000 ,0.02400 ,0.01350 ,0.00104 ,-0.00028 ,0.06259 ,0.06128 ,1,1,1,1,1,1,1,1,1,1,1,1
200009,1436.51 ,16.34700 ,53.70000 ,0.15379 ,0.06000 ,0.07620 ,0.08350 ,0.06120 ,0.00447 ,0.00510 ,0.00521 ,-0.01570 ,0.00460 ,0.00160 ,-0.00051 ,-0.05209 ,-0.05280 ,0,1,1,1,1,1,0,1,0,0,0,1
200010,1429.40 ,16.32170 ,52.46670 ,0.14930 ,0.06110 ,0.07550 ,0.08340 ,0.06000 ,0.00374 ,0.00560 ,0.00173 ,0.01870 ,0.00450 ,0.00557 ,-0.00134 ,-0.00412 ,-0.00483 ,0,0,0,0,1,1,0,0,0,0,1,1
200011,1314.95 ,16.29630 ,51.23330 ,0.15728 ,0.06170 ,0.07450 ,0.08280 ,0.05760 ,0.00116 ,0.00510 ,0.00057 ,0.03190 ,0.02630 ,0.00327 ,-0.00185 ,-0.07827 ,-0.07956 ,0,0,0,0,0,0,0,0,0,0,0,0
200012,1320.28 ,16.27100 ,50.00000 ,0.15185 ,0.05770 ,0.07210 ,0.08020 ,0.05580 ,-0.00226 ,0.00500 ,-0.00057 ,0.02430 ,0.02700 ,0.00530 ,-0.00052 ,0.00572 ,0.00486 ,0,0,0,0,0,0,1,0,0,0,0,0
200101,1366.01 ,16.17170 ,48.48000 ,0.15045 ,0.05150 ,0.07150 ,0.07930 ,0.05620 ,-0.00319 ,0.00540 ,0.00632 ,0.00050 ,0.03590 ,0.00494 ,-0.00157 ,0.03238 ,0.03156 ,0,0,0,0,0,0,1,1,0,0,0,0
200102,1239.94 ,16.07230 ,46.96000 ,0.15607 ,0.04880 ,0.07100 ,0.07870 ,0.05490 ,-0.00686 ,0.00380 ,0.00400 ,0.01910 ,0.01270 ,0.00253 ,-0.00227 ,-0.09095 ,-0.09213 ,0,0,0,0,0,0,0,0,0,0,0,0
200103,1160.33 ,15.97300 ,45.44000 ,0.13311 ,0.04420 ,0.06980 ,0.07840 ,0.05590 ,-0.00521 ,0.00420 ,0.00228 ,-0.00740 ,-0.00290 ,0.00714 ,-0.00186 ,-0.06371 ,-0.06459 ,0,0,0,0,0,0,0,0,0,0,0,0
200104,1249.46 ,15.87730 ,42.55670 ,0.12250 ,0.03870 ,0.07200 ,0.08070 ,0.05930 ,-0.00254 ,0.00390 ,0.00397 ,-0.03130 ,-0.01280 ,0.00743 ,-0.00102 ,0.07783 ,0.07698 ,0,0,0,0,0,0,1,1,0,0,0,0
200105,1255.82 ,15.78170 ,39.67330 ,0.12051 ,0.03620 ,0.07290 ,0.08070 ,0.05940 ,-0.00025 ,0.00320 ,0.00452 ,0.00370 ,0.01320 ,0.00254 ,-0.00118 ,0.00687 ,0.00533 ,0,0,0,0,0,0,1,1,1,0,0,0
200106,1224.42 ,15.68600 ,36.79000 ,0.12521 ,0.03490 ,0.07180 ,0.07970 ,0.05900 ,0.00504 ,0.00280 ,0.00169 ,0.00850 ,0.00550 ,0.00151 ,-0.00159 ,-0.02451 ,-0.02518 ,0,0,0,0,0,0,0,0,1,0,0,0
200107,1211.23 ,15.70270 ,33.96330 ,0.12497 ,0.03510 ,0.07130 ,0.07970 ,0.05610 ,0.00791 ,0.00300 ,-0.00281 ,0.03760 ,0.03610 ,0.00290 ,-0.00203 ,-0.00932 ,-0.01025 ,0,0,0,0,0,0,0,0,0,0,0,0
200108,1133.58 ,15.71930 ,31.13670 ,0.13216 ,0.03360 ,0.07020 ,0.07850 ,0.05460 ,0.00992 ,0.00310 ,0.00000 ,0.02060 ,0.01560 ,0.00222 ,-0.00264 ,-0.06344 ,-0.06493 ,0,0,0,0,0,0,0,0,0,0,0,0
200109,1040.94 ,15.73600 ,28.31000 ,0.14863 ,0.02640 ,0.07170 ,0.08030 ,0.05420 ,0.00865 ,0.00280 ,0.00451 ,0.00810 ,-0.01520 ,0.00717 ,-0.00182 ,-0.08036 ,-0.08135 ,0,0,0,0,0,0,0,0,0,0,0,0
200110,1059.78 ,15.73730 ,27.10330 ,0.14490 ,0.02160 ,0.07030 ,0.07910 ,0.05060 ,0.01075 ,0.00220 ,-0.00337 ,0.04640 ,0.04370 ,0.00325 ,-0.00133 ,0.01954 ,0.01855 ,0,0,0,0,0,0,1,0,0,0,0,0
200111,1139.45 ,15.73870 ,25.89670 ,0.13348 ,0.01870 ,0.06970 ,0.07810 ,0.05530 ,0.01116 ,0.00170 ,-0.00169 ,-0.04710 ,-0.01880 ,0.00219 ,-0.00106 ,0.07879 ,0.07726 ,0,0,0,0,0,0,1,1,1,0,0,0
200112,1148.08 ,15.74000 ,24.69000 ,0.13122 ,0.01690 ,0.06770 ,0.08050 ,0.05750 ,0.01347 ,0.00150 ,-0.00395 ,-0.01830 ,-0.00900 ,0.00180 ,-0.00134 ,0.00905 ,0.00785 ,0,0,0,0,0,0,1,1,1,0,0,0
200201,1130.20 ,15.73670 ,24.69330 ,0.13256 ,0.01650 ,0.06550 ,0.07870 ,0.05690 ,0.01119 ,0.00140 ,0.00226 ,0.01380 ,0.01750 ,0.00218 ,-0.00200 ,-0.01432 ,-0.01532 ,0,0,0,0,0,0,0,0,1,0,0,0
200202,1106.73 ,15.73330 ,24.69670 ,0.13012 ,0.01720 ,0.06510 ,0.07890 ,0.05630 ,0.01250 ,0.00130 ,0.00395 ,0.01150 ,0.01300 ,0.00257 ,-0.00182 ,-0.01948 ,-0.02097 ,0,0,0,0,0,0,0,0,0,0,0,0
200203,1147.39 ,15.73000 ,24.70000 ,0.23683 ,0.01790 ,0.06810 ,0.08110 ,0.06040 ,0.01376 ,0.00130 ,0.00562 ,-0.04360 ,-0.02950 ,0.00201 ,-0.00224 ,0.03757 ,0.03669 ,1,0,1,0,1,0,1,1,0,1,0,0
200204,1076.92 ,15.83300 ,25.38000 ,0.24773 ,0.01710 ,0.06760 ,0.08030 ,0.05750 ,0.01511 ,0.00150 ,0.00559 ,0.04100 ,0.02530 ,0.00232 ,-0.00205 ,-0.06100 ,-0.06183 ,0,0,1,0,1,0,0,0,0,1,0,0
200205,1067.14 ,15.93600 ,26.06000 ,0.24826 ,0.01730 ,0.06750 ,0.08090 ,0.05780 ,0.02228 ,0.00140 ,0.00000 ,0.00150 ,0.01130 ,0.00410 ,-0.00214 ,-0.00780 ,-0.00944 ,0,0,0,0,0,0,0,0,0,0,0,0
200206,989.81 ,16.03900 ,26.74000 ,0.26657 ,0.01700 ,0.06630 ,0.07950 ,0.05660 ,0.02752 ,0.00130 ,0.00056 ,0.01870 ,0.00730 ,0.00371 ,-0.00261 ,-0.07135 ,-0.07261 ,0,0,0,0,0,0,0,0,0,0,0,0
200207,911.62 ,15.95900 ,27.84000 ,0.28203 ,0.01680 ,0.06530 ,0.07900 ,0.05440 ,0.02844 ,0.00150 ,0.00111 ,0.03030 ,0.00940 ,0.01534 ,-0.00242 ,-0.07399 ,-0.07507 ,0,0,0,0,0,0,0,0,0,0,0,0
200208,916.07 ,15.87900 ,28.94000 ,0.28441 ,0.01620 ,0.06370 ,0.07580 ,0.05100 ,0.02475 ,0.00140 ,0.00333 ,0.04640 ,0.04520 ,0.00941 ,-0.00291 ,0.00706 ,0.00540 ,0,0,0,0,0,0,1,0,0,0,0,0
200209,815.29 ,15.79900 ,30.04000 ,0.32456 ,0.01630 ,0.06150 ,0.07400 ,0.04800 ,0.02930 ,0.00140 ,0.00166 ,0.04170 ,0.03300 ,0.00737 ,-0.00321 ,-0.10897 ,-0.11042 ,0,0,0,0,0,0,0,0,0,0,0,0
200210,885.76 ,15.89070 ,29.22330 ,0.29344 ,0.01580 ,0.06320 ,0.07730 ,0.05080 ,0.02567 ,0.00140 ,0.00166 ,-0.02940 ,-0.02400 ,0.01159 ,-0.00375 ,0.08860 ,0.08710 ,0,0,0,0,0,0,1,0,0,0,0,0
200211,936.31 ,15.98230 ,28.40670 ,0.27698 ,0.01230 ,0.06310 ,0.07620 ,0.05210 ,0.02291 ,0.00120 ,0.00000 ,-0.01220 ,0.01300 ,0.00445 ,-0.00417 ,0.05902 ,0.05729 ,0,0,0,0,0,0,1,1,1,0,0,0
200212,879.82 ,16.07400 ,27.59000 ,0.29539 ,0.01190 ,0.06210 ,0.07450 ,0.04840 ,0.02573 ,0.00110 ,-0.00221 ,0.05070 ,0.03610 ,0.00264 ,-0.00414 ,-0.05883 ,-0.06046 ,0,0,0,0,0,0,0,0,1,0,0,0
200301,855.70 ,16.12400 ,28.50000 ,0.30594 ,0.01170 ,0.06170 ,0.07350 ,0.04950 ,0.02829 ,0.00100 ,0.00442 ,-0.01060 ,0.00210 ,0.00517 ,NaN,-0.02658 ,-0.02786 ,0,0,0,0,0,0,0,0,0,0,0,0
200302,841.15 ,16.17400 ,29.41000 ,0.31225 ,0.01170 ,0.05950 ,0.07060 ,0.04720 ,0.02792 ,0.00090 ,0.00771 ,0.03290 ,0.02640 ,0.00256 ,NaN,-0.01525 ,-0.01723 ,0,0,0,0,0,0,0,0,0,0,0,0
200303,848.18 ,16.22400 ,30.32000 ,0.28612 ,0.01130 ,0.05890 ,0.06950 ,0.04860 ,0.02410 ,0.00100 ,0.00601 ,-0.01350 ,-0.00800 ,0.00614 ,NaN,0.01031 ,0.00897 ,0,0,0,0,0,0,1,0,0,1,0,0
200304,916.92 ,16.20430 ,31.73000 ,0.26965 ,0.01130 ,0.05740 ,0.06850 ,0.04810 ,0.01997 ,0.00100 ,-0.00217 ,0.01020 ,0.02290 ,0.00306 ,NaN,0.08277 ,0.08146 ,1,1,1,0,0,0,1,1,1,1,1,0
200305,963.59 ,16.18470 ,33.14000 ,0.25838 ,0.01070 ,0.05220 ,0.06380 ,0.04360 ,0.00645 ,0.00090 ,-0.00163 ,0.05920 ,0.04710 ,0.00223 ,NaN,0.05325 ,0.05151 ,1,1,1,1,1,1,1,1,1,1,1,0
200306,974.51 ,16.16500 ,34.55000 ,0.25449 ,0.00920 ,0.04970 ,0.06190 ,0.04520 ,0.00126 ,0.00100 ,0.00109 ,-0.01540 ,-0.01430 ,0.00200 ,NaN,0.01282 ,0.01135 ,1,1,1,1,1,1,1,1,1,1,1,0
200307,990.31 ,16.30530 ,35.89330 ,0.24764 ,0.00900 ,0.05490 ,0.06620 ,0.05420 ,0.00027 ,0.00070 ,0.00109 ,-0.09820 ,-0.08810 ,0.00205 ,NaN,0.01793 ,0.01651 ,1,1,1,1,1,1,1,1,1,1,1,1
200308,1008.01 ,16.44570 ,37.23670 ,0.24286 ,0.00950 ,0.05880 ,0.07010 ,0.05320 ,0.00292 ,0.00070 ,0.00381 ,0.01660 ,0.02190 ,0.00097 ,NaN,0.01960 ,0.01801 ,1,1,1,1,1,1,1,1,1,1,1,1
200309,995.97 ,16.58600 ,38.58000 ,0.24654 ,0.00940 ,0.05720 ,0.06790 ,0.04900 ,0.00732 ,0.00080 ,0.00325 ,0.05460 ,0.05030 ,0.00187 ,NaN,-0.01074 ,-0.01211 ,1,1,1,1,1,1,0,1,1,1,1,1
200310,1050.71 ,16.85230 ,41.96670 ,0.23331 ,0.00920 ,0.05700 ,0.06730 ,0.05180 ,0.00721 ,0.00070 ,-0.00108 ,-0.02830 ,-0.02030 ,0.00141 ,NaN,0.05556 ,0.05397 ,1,1,1,1,1,1,1,1,1,1,1,1
200311,1058.20 ,17.11870 ,45.35330 ,0.23375 ,0.00930 ,0.05650 ,0.06660 ,0.05190 ,0.01000 ,0.00070 ,-0.00270 ,-0.00270 ,0.00520 ,0.00092 ,NaN,0.00926 ,0.00761 ,1,1,1,1,1,1,1,1,1,1,1,1
200312,1111.92 ,17.38500 ,48.74000 ,0.21874 ,0.00900 ,0.05620 ,0.06600 ,0.05110 ,0.00695 ,0.00080 ,-0.00108 ,0.01390 ,0.01390 ,0.00089 ,NaN,0.05178 ,0.05011 ,1,1,1,1,1,1,1,1,1,1,1,1
200401,1131.13 ,17.59800 ,49.82670 ,0.21803 ,0.00880 ,0.05540 ,0.06440 ,0.04990 ,0.00689 ,0.00070 ,0.00488 ,0.01870 ,0.01870 ,0.00098 ,NaN,0.01908 ,0.01799 ,1,1,1,1,1,1,1,1,1,1,1,1
200402,1144.94 ,17.81100 ,50.91330 ,0.21605 ,0.00930 ,0.05500 ,0.06270 ,0.04830 ,0.00936 ,0.00060 ,0.00540 ,0.02300 ,0.01780 ,0.00061 ,NaN,0.01440 ,0.01272 ,1,1,1,1,1,1,1,1,1,1,1,1
200403,1126.21 ,18.02400 ,52.00000 ,0.28173 ,0.00940 ,0.05330 ,0.06110 ,0.04740 ,0.01228 ,0.00090 ,0.00644 ,0.01410 ,0.01180 ,0.00198 ,NaN,-0.01498 ,-0.01627 ,1,1,1,1,1,1,0,0,1,1,1,1
200404,1107.30 ,18.21670 ,53.38330 ,0.28537 ,0.00940 ,0.05730 ,0.06460 ,0.05310 ,0.01377 ,0.00080 ,0.00320 ,-0.05880 ,-0.05340 ,0.00123 ,NaN,-0.01558 ,-0.01672 ,1,1,1,1,1,1,0,0,0,1,1,1
200405,1120.68 ,18.40930 ,54.76670 ,0.28641 ,0.01020 ,0.06040 ,0.06750 ,0.05390 ,0.01633 ,0.00060 ,0.00585 ,-0.00510 ,-0.00710 ,0.00098 ,NaN,0.01363 ,0.01202 ,1,1,1,1,1,1,1,0,0,1,1,1
200406,1140.84 ,18.60200 ,56.15000 ,0.27963 ,0.01270 ,0.06010 ,0.06780 ,0.05320 ,0.01449 ,0.00080 ,0.00317 ,0.01210 ,0.00930 ,0.00077 ,NaN,0.01949 ,0.01802 ,1,1,1,1,1,1,1,1,1,1,1,1
200407,1101.72 ,18.78900 ,56.69000 ,0.28779 ,0.01330 ,0.05820 ,0.06620 ,0.05230 ,0.01472 ,0.00100 ,-0.00158 ,0.01550 ,0.01840 ,0.00078 ,NaN,-0.03295 ,-0.03411 ,0,1,1,1,1,1,0,0,0,0,1,1
200408,1104.24 ,18.97600 ,57.23000 ,0.28682 ,0.01480 ,0.05650 ,0.06460 ,0.04930 ,0.01428 ,0.00110 ,0.00053 ,0.03950 ,0.03950 ,0.00144 ,NaN,0.00381 ,0.00202 ,0,1,0,1,0,1,1,0,0,0,1,1
200409,1114.58 ,19.16300 ,57.77000 ,0.28949 ,0.01650 ,0.05460 ,0.06270 ,0.04880 ,0.00913 ,0.00110 ,0.00211 ,0.00960 ,0.01010 ,0.00071 ,NaN,0.01082 ,0.00935 ,0,1,0,1,0,0,1,1,0,0,1,1
